S02PM25,S09PM2.5,S03PM25,S08PM25,S10PM25,S14PM2.5,S15PM25,S17PM25,S18PM25,S19PM25,S20PM25
,11,11,13,12,6,6,13,10,12,8
,11,11,13,12,6,5,13,10,12,8
,11,11,12,12,7,5,13,10,12,7
,11,11,12,11,7,5,13,10,12,8
,10,11,12,11,7,5,13,10,12,8
,10,11,12,11,7,5,13,10,12,9
,10,11,12,11,7,5,12,10,12,8
,11,12,12,,7,5,12,11,12,8
,11,12,11,,6,4,12,11,12,8
,11,12,11,,6,4,11,11,12,8
,11,12,11,,6,4,11,11,12,8
,11,12,10,,7,5,11,11,11,8
,11,12,10,,7,5,11,11,11,9
,10,12,10,,7,6,11,11,11,9
,10,12,10,,7,6,11,11,11,9
,10,12,10,,7,5,11,11,11,9
,9,12,10,,7,4,11,11,11,8
,9,12,9,,7,4,11,11,11,8
,9,12,9,,7,5,11,11,11,8
,9,11,9,,6,6,11,11,11,8
,10,11,9,,6,6,11,11,10,8
,10,11,9,,6,6,11,11,10,8
,10,12,9,,6,5,11,11,10,8
,9,12,9,,8,5,11,11,10,9
,9,12,9,,8,5,11,11,10,9
,10,12,9,,8,6,11,11,10,9
,10,12,10,,7,6,11,11,10,8
,10,12,10,,7,6,10,11,10,8
,11,11,10,,7,7,10,11,10,8
,11,11,10,,7,7,10,11,10,8
,11,11,10,,7,7,11,11,10,9
,11,10,10,,7,7,11,11,10,9
,11,10,11,,7,6,11,11,11,9
,11,10,11,,7,6,10,11,11,8
,10,10,11,,7,5,10,11,11,8
,10,10,12,,7,5,10,11,10,8
,10,10,12,,6,5,11,10,10,9
,10,10,12,,6,6,11,10,10,9
,10,10,12,,6,6,11,10,10,9
,10,10,12,,6,7,11,10,10,9
,12,12,12,,6,7,11,10,10,10
,12,12,13,,6,7,11,10,10,10
,12,12,13,,6,6,11,11,10,9
,12,12,13,,6,6,11,11,10,9
,12,12,14,,6,6,11,11,11,9
,12,12,14,,6,6,12,11,11,10
,11,12,14,,6,7,12,11,11,10
,11,12,14,,7,7,12,11,12,9
,11,12,14,,7,7,12,9,12,9
,11,12,14,,7,6,12,9,12,9
,11,12,16,,6,6,12,9,,9
,11,12,16,,6,6,14,8,,8
,10,12,16,,6,7,14,9,,8
,10,12,16,,6,8,14,9,,8
,10,12,16,,6,8,14,9,,10
,10,11,16,,6,8,14,9,,10
,10,11,17,,6,7,14,9,,10
,10,11,17,,6,7,14,9,,9
,10,11,17,,6,7,14,9,,9
,10,11,,,6,7,14,9,,9
,10,11,,,6,7,13,10,,8
,11,11,,,6,8,12,10,,9
,11,11,,,6,8,12,9,,9
,11,11,,,6,9,13,8,,9
,11,11,,,6,9,14,8,,8
,11,11,,,6,9,14,8,,8
,11,10,,,6,8,13,11,,8
,12,10,,,5,7,13,11,,8
,12,10,,,6,7,13,11,,8
,13,10,,,6,7,13,9,,8
,13,9,,,6,7,13,9,,8
,12,9,,,7,7,12,9,,9
,13,9,,,7,7,12,9,,10
,13,9,,,7,6,12,10,,10
,13,9,,,6,6,12,10,,10
,13,9,,,6,6,11,10,,10
,15,9,,,6,7,11,9,,10
,14,8,,,6,7,11,9,,10
,14,8,,,,7,11,8,,9
,15,8,,,,6,11,8,,9
,15,8,,,,7,11,8,,9
,15,8,,,,7,10,9,,10
,15,8,,,,7,10,9,,10
,16,8,,,,7,10,10,,10
,15,9,,,,6,10,11,,9
,15,10,,,,6,11,11,,8
,15,10,,,,6,11,10,,8
,15,9,,,,7,12,10,,8
,15,9,,,,7,11,10,,9
,15,9,,,,7,11,10,,9
,14,9,,,,7,11,10,,10
,13,9,,,,5,11,10,,10
,14,9,,,,5,11,10,,9
,13,9,,,,5,10,11,,9
,13,9,,,,6,10,11,,9
,13,9,,,,6,10,11,,10
,13,9,,,,6,11,9,,10
,13,8,,,,7,11,9,,10
,13,8,,,,6,11,9,,10
,13,8,,,,6,11,10,,8
,13,8,,,,6,11,10,,
,13,9,,,,7,11,10,,
,13,9,,,,7,12,11,,
,12,10,,,,7,12,11,,
,12,10,,,,7,12,11,,
,12,10,,,,7,12,12,,
,11,10,,,,7,12,12,,
,11,10,,,,7,12,12,,
,11,10,,,,7,12,13,,
,12,9,,,,7,12,13,,
,12,9,,,,7,12,13,,
,12,9,,,,6,12,13,,
,11,10,,,,7,12,13,,
,11,10,,,,7,12,,,
,11,10,,,,7,11,,,
,10,8,,,,8,11,,,
,10,8,,,,8,11,,,
,10,8,,,,8,11,,,
,10,9,,,,7,11,,,
,10,9,,,,7,11,,,
,10,9,,,,7,11,,,
,10,9,,,,7,11,,,
,10,9,,,,7,11,,,
,10,9,,,,7,12,,,
,10,8,,,,8,12,,,
,10,7,,,,8,12,,,
,10,7,,,,8,11,,,
,10,7,,,,7,11,,,
,10,7,,,,7,11,,,
,10,7,,,,7,11,,,
,11,7,,,,7,11,,,
,11,7,,,,7,11,,,
,11,8,,,,7,,,,
,10,9,,,,6,,,,
,10,9,,,,6,,,,
,10,9,,,,6,,,,
,10,9,,,,5,,,,
,10,9,,,,5,,,,
,10,9,,,,5,,,,
,10,,,,,5,,,,
,10,,,,,5,,,,
,10,,,,,5,,,,
,10,,,,,3,,,,
,10,,,,,3,,,,
,10,,,,,3,,,,
,10,,,,,4,,,,
,10,,,,,5,,,,
,10,,,,,5,,,,
,10,,,,,5,,,,
,10,,,,,5,,,,
,10,,,,,5,,,,
,10,,,,,5,,,,
,10,,,,,5,,,,
,10,,,,,5,,,,
,9,,,,,6,,,,
,9,,,,,6,,,,
,9,,,,,5,,,,
,9,,,,,5,,,,
,9,,,,,5,,,,
,9,,,,,5,,,,
,8,,,,,7,,,,
,8,,,,,7,,,,
,8,,,,,7,,,,
,8,,,,,6,,,,
,8,,,,,6,,,,
,8,,,,,6,,,,
,7,,,,,6,,,,
,7,,,,,7,,,,
,7,,,,,7,,,,
,8,,,,,8,,,,
,8,,,,,8,,,,
,8,,,,,8,,,,
,7,,,,,8,,,,
,7,,,,,8,,,,
,7,,,,,8,,,,
,8,,,,,7,,,,
,8,,,,,7,,,,
,8,,,,,6,,,,
,9,,,,,6,,,,
,9,,,,,6,,,,
,9,,,,,7,,,,
,9,,,,,7,,,,
,9,,,,,7,,,,
,9,,,,,7,,,,
,10,,,,,7,,,,
,10,,,,,7,,,,
,10,,,,,7,,,,
,9,,,,,5,,,,
,9,,,,,5,,,,
,9,,,,,5,,,,
,9,,,,,5,,,,
,10,,,,,6,,,,
,10,,,,,6,,,,
,10,,,,,6,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,11,,,,,,,,,
,11,,,,,,,,,
,11,,,,,,,,,
,11,,,,,,,,,
,11,,,,,,,,,
,11,,,,,,,,,
,12,,,,,,,,,
,12,,,,,,,,,
,12,,,,,,,,,
,12,,,,,,,,,
,12,,,,,,,,,
,12,,,,,,,,,
,12,,,,,,,,,
,12,,,,,,,,,
,12,,,,,,,,,
,11,,,,,,,,,
,11,,,,,,,,,
,11,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,11,,,,,,,,,
,11,,,,,,,,,
,11,,,,,,,,,
,11,,,,,,,,,
,11,,,,,,,,,
,11,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,10,,,,,,,,,
,11,,,,,,,,,
,11,,,,,,,,,
,11,,,,,,,,,
,11,,,,,,,,,
,11,,,,,,,,,
,11,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,9,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,7,,,,,,,,,
,7,,,,,,,,,
,7,,,,,,,,,
,6,,,,,,,,,
,6,,,,,,,,,
,6,,,,,,,,,
,5,,,,,,,,,
,5,,,,,,,,,
,5,,,,,,,,,
,5,,,,,,,,,
,6,,,,,,,,,
,6,,,,,,,,,
,7,,,,,,,,,
,7,,,,,,,,,
,7,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,7,,,,,,,,,
,6,,,,,,,,,
,6,,,,,,,,,
,6,,,,,,,,,
,6,,,,,,,,,
,6,,,,,,,,,
,6,,,,,,,,,
,7,,,,,,,,,
,7,,,,,,,,,
,7,,,,,,,,,
,6,,,,,,,,,
,6,,,,,,,,,
,6,,,,,,,,,
,7,,,,,,,,,
,7,,,,,,,,,
,7,,,,,,,,,
,6,,,,,,,,,
,6,,,,,,,,,
,6,,,,,,,,,
,7,,,,,,,,,
,7,,,,,,,,,
,7,,,,,,,,,
,7,,,,,,,,,
,7,,,,,,,,,
,8,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,7,,,,,,,,,
,7,,,,,,,,,
,7,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,9,,,,,,,,,
,10,,,,,,,,,
,10,,,,,,,,,
,9,,,,,,,,,
,8,,,,,,,,,
,8,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,10,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,8,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,9,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
